LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:b884a1,"komm zurück, wenn du eine gekauft hast!",come back when you've bought one!,,Original,RhinoInClub
line:cd696e,"also, für den anfang","so, to get started",If you do have a feather...,Original,RhinoTut
line:d83ef3,kannst du diese <color=red>kurze Wand</color> hier hochklettern,you can try climbing this <color=red>short wall</color> here,,Original,RhinoTut
line:869a9d,einfach <color=red>gegen die Wand drücken</color> und <color=red>{{JumpButton}} halten,just <color=red>push against the wall</color> and <color=red>hold {{JumpButton}},,Original,RhinoTut
line:514aa4,probier als nächstes die große hoch!,try climbing up the big one next!,,Original,RhinoTut
line:56818a,vielleicht musst du von der\nanderen plattform aus springen,you might need to jump\nfrom the other platform,,Original,RhinoTut
line:db5c24,"probier, die <color=red>kurze Wand</color> hier hochzuklettern!",try climbing the <color=red>short wall</color> here!,,Original,RhinoTut
line:c4615f,einfach <color=red>gegen die Wand drücken</color> und <color=red>{{JumpButton}} halten,just <color=red>push against the wall</color> and <color=red>hold {{JumpButton}},,Original,RhinoTut
line:1ffe75,gut gemacht!,nice one!,After doing the small climbing wall.,Original,ClimbWall1Start
line:7fe2ae,WIE AUCH IMMER,WHATEVER,,ClimbSquirrel,ClimbWall1Start
line:b36522,...,...,,Original,ClimbWall1Start
line:6bfb52,die kletterei ist einfach,that climb is easy,,ClimbSquirrel,ClimbWall1Start
line:1d4aeb,echte profis nehmen die große wand,real pros use the big wall,,ClimbSquirrel,ClimbWall1Start
line:067362,"woah, gut geklettert!","woah, good climbing!",After climbing the big wall.,Original,ClimbWall2Start
line:adcee5,"ach, ging so",eh it was alright,,ClimbSquirrel,ClimbWall2Start
line:92f199,also,so,,Original,ClimbWall2Start
line:e4504b,"ich weiß, du kannst ja fliegen und so",i know you can fly and all,,Original,ClimbWall2Start
line:2db8d4,"aber deine <color=red>ausdauer hält länger</color>,\nwenn du stattdessen kletterst",but your <color=red>stamina will last longer</color>\nif you climb places instead,,Original,ClimbWall2Start
line:3963cb,einfach mal so im hinterkopf behalten,just something to keep in mind,,Original,ClimbWall2Start
line:9d5f6b,cool,cool,,Player,ClimbWall2Start
line:de1b34,was kommt jetzt?,so what's next?,,Player,ClimbWall2Start
line:10be3d,ZUM HABICHTSGIPFEL!,TO HAWK PEAK!,,ClimbSquirrel,ClimbWall2Start
line:7a4c15,oh ok,oh ok,,Player,ClimbWall2Start
line:862787,ich muss mich noch selbst aufwärmen,i still need to warm up myself,,Original,ClimbWall2Start
line:7c9442,aber man sieht sich oben?,but i'll see ya up there?,,Original,ClimbWall2Start
line:b2c223,alles klar!,alright!,,Player,ClimbWall2Start
line:3395b7,ähh,uhh,If you fly to the top instead of climbing...,Original,FlyWall1Start
line:7d2364,"ich weiß, du kannst ja fliegen und so",i know you can fly and all,,Original,FlyWall1Start
line:d53273,aber das hier ist der kletterclub,but this is the climbing club,,Original,FlyWall1Start
line:677918,ja!,yeah!,,ClimbSquirrel,FlyWall1Start
line:0cb735,der KLETTERclub!,the CLIMBING club!,,ClimbSquirrel,FlyWall1Start
line:1000df,...,...,,Original,FlyWall1Start
line:e3d719,wie auch immer,anyway,,Original,FlyWall1Start
line:ed61f7,"kannst du stattdessen versuchen,\nda hoch zu klettern?",could you try climbing\nup there instead?,,Original,FlyWall1Start
line:ec75d1,da hoch zu fliegen ist cool,flying up there is cool,If you do it again...,Original,FlyWall2Start
line:cc8125,aber,but,,Original,FlyWall2Start
line:ae24d2,das hier ist ein club fürs klettern...,this is a club about climbing...,,Original,FlyWall2Start
line:7a5fee,ja!,yeah!,,ClimbSquirrel,FlyWall2Start
line:c60dfd,"sieht irgendwie so aus, als\nwürdest du nur angeben",it kinda seems like\nyou're just showing off,,ClimbSquirrel,FlyWall2Start
line:486524,"nein, tu ich nicht!","no, i'm not!",,Player,FlyWall2Start
line:1acd7e,ich,i just,,Player,FlyWall2Start
line:d22a9a,flieg wohl einfach gern rum,like to fly places i guess,,Player,FlyWall2Start
line:c63312,gib klettern ne chance!,give climbing a try!,,Original,FlyWall2Start
line:65c4e9,macht auch spaß,it's fun too,,Original,FlyWall2Start
line:61f2b9,äh,uh,If you talk to the Rhino again after the tutorial.,Original,RhinoTalk
line:198b54,sorry wegen Tim,sorry about tim,,Original,RhinoTalk
line:43219b,ist nicht persönlich,it's not personal,,Original,RhinoTalk
line:c08537,er ist heute nur mies drauf,he's just cranky today,,Original,RhinoTalk
line:6afb4f,MIR GEHT'S GUT!,I'M FINE!,,ClimbSquirrel,RhinoTalk
line:e8b063,"wir freuen uns total, dass du dabei bist!",we're really glad you joined!,,Original,RhinoTalk
line:823b1b,äh,uh,,Player,RhinoTalk
line:694ad1,danke!,thanks!,,Player,RhinoTalk
line:f1bb42,wieso ist er denn mies drauf?,so why is he cranky?,If you talk again.,Player,RhinoTalk
line:669fe9,äh,uh,,Original,RhinoTalk
line:3cc537,eigentlich,actually,,Original,RhinoTalk
line:a7c663,er ist eigentlich immer bisschen mies drauf,he's always a little bit cranky,,Original,RhinoTalk
line:531d58,"ICH KANN EUCH HÖREN, WISST IHR!?","I CAN HEAR YOU, YOU KNOW!?",,ClimbSquirrel,RhinoTalk
line:52176b,ich bin beschäftigt,i'm busy,If you talk to the squirrel.,Original,SquirrelStart
line:0a065a,willste das geheimnis vom klettern wissen?,want know the secret to climbing?,"If you talk to the squirrel, after joing the club.",Original,SquirrelStart
line:9e8880,klar,sure,,Player,SquirrelStart
line:22ebd2,immer nur klettern klettern,climb climb all the time,,Original,SquirrelStart
line:5e38c0,nice,neat,,Player,SquirrelStart
line:ef2eec,du kannst die große wand ausprobieren,you can try out the big wall,,Player,SquirrelStart
line:b8855d,sobald du die kurze wand drauf hast,once you master the short wall,,Player,SquirrelStart
line:732b78,"falls du probleme mit der\ngroßen wand hast,","if you're having trouble\nwith the big wall,",,Player,SquirrelStart
line:a36443,schau einfach meine technik an,just watch my technique,,Player,SquirrelStart
line:882439,die ist super verfeinert durch\nJAHRE des kletterns,it's highly refined from\nYEARS of climbing,,Player,SquirrelStart
line:2fe8f3,dann sehen wir uns wohl\nam Habichtsgipfel,i guess i'll see\nyou at Hawk Peak,,Player,SquirrelStart
line:19fd90,wohl schon!,i guess so!,,Player,SquirrelStart
line:e14dc0,ich mach dir nichts vor,i'm not gonna lie,,Original,SquirrelStart
line:e4ccc6,das wird eine harte kletterei,it'll be a tough climb,,Original,SquirrelStart
line:69f05d,"na, du weißt ja, was man sagt","well, you know what they say",,Player,SquirrelStart
line:67aad7,was?,what?,,Original,SquirrelStart
line:f0fea7,immer nur klettern klettern,climb climb all the time,,Player,SquirrelStart
line:8291ec,heh,heh,,Original,SquirrelStart
line:0bf099,wohl schon,i guess so,,Original,SquirrelStart
line:4a8b2b,"<sprite name=""LeftArrow"" tint=1> Zurück zur Habichtsgipfel-Insel","<sprite name=""LeftArrow"" tint=1> Back To Hawk Peak Island",,Original,ToSecretIslandStart
line:14872b,oh hey!,oh hey!,When you meet the climbers again later in the game.,Original,RhinoClimbStart
line:2434ce,äh,uh,,Original,RhinoClimbStart
line:6308ee,"sieht so aus, als hättest du das\nklettern echt drauf!",it seems like you've really\ngotten the hang of climbing!,,Original,RhinoClimbStart
line:6fa087,ja!,yeah!,,Player,RhinoClimbStart
line:731080,HEY ÄHH,HEY UHH,,TimScared,RhinoClimbStart
line:122814,ÄHM,UMM,,TimScared,RhinoClimbStart
line:ec820f,ICH GLAUB,I THINK,,TimScared,RhinoClimbStart
line:e53dfc,ICH STECK FEST,I'M STUCK,,TimScared,RhinoClimbStart
line:a36c64,Tim!,tim!,,Original,RhinoClimbStart
line:1e459c,ES IST ZU HOCH,IT'S TOO HIGH,,TimScared,RhinoClimbStart
line:7d3730,WAS HAB ICH GETAN,WHAT HAVE I DONE,,TimScared,RhinoClimbStart
line:b09cc0,ICH KANN DAS NICHT,I CAN'T DO THIS,,TimScared,RhinoClimbStart
line:44af6e,TIM!,TIM!,,Original,RhinoClimbStart
line:7963cc,atme tief durch,take a deep breath,,Original,RhinoClimbStart
line:5c0d67,versuch ruhig zu bleiben,try and remain calm,,Original,RhinoClimbStart
line:705993,du machst das super,you're doing great,,Original,RhinoClimbStart
line:27857c,"und du WEISST, dass du das schaffst",and you KNOW you can handle this,,Original,RhinoClimbStart
line:257951,TU ICH DAS?,CAN I?,,TimScared,RhinoClimbStart
line:bc94be,WAS MACH ICH HIER!?,WHAT AM I DOING!?,,TimScared,RhinoClimbStart
line:e2fbae,fokus auf den nächsten schritt!,just focus on the next step!,,Original,RhinoClimbStart
line:0dadb4,du SCHAFFST das!,you've GOT this!,,Original,RhinoClimbStart
line:f29970,ICH SCHAFF DAS?,I'VE GOT THIS?,,TimScared,RhinoClimbStart
line:be8e75,ICH SCHAFF DAS,I'VE GOT THIS,,TimScared,RhinoClimbStart
line:91671a,äh,uh,If you talk to them again.,TimScared,RhinoClimbStart
line:1338a8,das könnte ne weile dauern,this might take a while,,TimScared,RhinoClimbStart
line:a687a6,wir holen dich später ein,we'll catch up with you later,,TimScared,RhinoClimbStart
line:89ad8e,ich kümmer mich um ihn!,i'll make sure he's OK!,,TimScared,RhinoClimbStart
line:03e39c,hast du's bis nach oben geschafft?,did you make it to the top?,If you talk to your Aunt after reaching the top.,Original,AuntFinishedBody
line:184abe,ja!,yeah!,,Player,AuntFinishedBody
line:019ffa,es war echt schön,it was really nice,,Player,AuntFinishedBody
line:00bc9b,"ich versteh jetzt, wieso du es so magst",i can see why you like it so much,,Player,AuntFinishedBody
line:e40dfc,allerdings,though,,Player,AuntFinishedBody
line:30d49e,"es war nicht wirklich eine ""kurze Wanderung""","it wasn't exactly a ""short hike""",,Player,AuntFinishedBody
line:5d3b37,ich bin echt müde,i'm really tired,,Player,AuntFinishedBody
line:3e962c,haha,haha,,Original,AuntFinishedBody
line:2de29d,nun,well,,Original,AuntFinishedBody
line:a6fd6c,das war vielleicht ein\nbisschen untertrieben!,maybe that was a bit\nof an understatement!,,Original,AuntFinishedBody
line:2ee7f9,nur ein bisschen!!,only a bit!!,,Player,AuntFinishedBody
line:afdb51,oh,oh,"If you talk to your Aunt after reaching the top, again.",Player,AuntFinalDialogue
line:4c10ab,hätt ich fast vergessen,i almost forgot,,Player,AuntFinalDialogue
line:02acdc,Mama lässt grüßen,mom says hi,,Player,AuntFinalDialogue
line:d34760,und...,and...,,Player,AuntFinalDialogue
line:cfbf14,es war alles ok,everything was ok,,Player,AuntFinalDialogue
line:851ea7,"schön, das zu hören",that's great to hear,,Original,AuntFinalDialogue
line:0aed09,deine Mama ist ein zäher Vogel,your mom is a tough bird,,Original,AuntFinalDialogue
line:7f4c32,"ich wusste, dass es ihr gut geht",i knew she'd be alright,,Original,AuntFinalDialogue
line:d54e22,"bin echt froh, dass ich kam",i'm really glad i came,,Player,AuntFinalDialogue
line:67e9f4,es war schön,it's been nice,,Player,AuntFinalDialogue
line:88bf5f,"schön, dass du hier bist",i'm glad you're here,,Original,AuntFinalDialogue
line:f996c9,du kannst jederzeit wieder vorbeikommen!,you can visit again anytime!,,Original,AuntFinalDialogue
line:40255a,hey!,hey!,,Player,Artist1Start
line:cb8556,was malst du da?,whatcha painting?,,Player,Artist1Start
line:c5fd2d,oh...,oh...,,Original,Artist1Start
line:28f4eb,siehst du's nicht?,you can't tell?,,Original,Artist1Start
line:3cdd76,ähm,um,,Original,Artist1Start
line:21edbb,das soll die küste sein,it's supposed to be the coastline,,Original,Artist1Start
line:65a659,eigentlich,though,,Original,Artist1Start
line:d1a1d3,ich versuch mehr so einen...,i'm trying to go for a more...,,Original,Artist1Start
line:5c67df,...abstrakten look hinzukriegen,...abstract look,,Original,Artist1Start
line:cc88da,ah,ah,,Player,Artist1Start
line:887a86,ich glaub ich seh's jetzt,i think i can see it now,,Player,Artist1Start
line:e89e72,ist noch work in progress!,it's still a work-in-progress!,,Original,Artist1Start
line:ccf33e,aber ich weiß nicht ob mir\ngefällt wohin das führt,but i don't know if i\nlike where it's going,,Original,Artist1Start
line:a1cc69,ich glaub ich geh bald\nrüber zum schwarzholzwald-leuchtturm,i think i'm gonna head over to the\nblackwood forest lighthouse soon,,Original,Artist1Start
line:1d8901,ich bin immer noch...,i'm still...,,Original,Artist1Start
line:992933,...auf der suche nach\nder richtigen inspiration,...trying to find the\nright inspiration,,Original,Artist1Start
line:7fc822,so,so,If you talk to them again.,Player,Artist1Start
line:e77436,der strand ist der große\ngelbe fleck da?,the beach is that big\nyellow smudge there?,,Player,Artist1Start
line:3acd9f,ich...,i...,,Original,Artist1Start
line:2e2ac9,glaub schon?,think so?,,Original,Artist1Start
line:c95c26,es geht mehr um die\nstimmung vom strand,it's more about the\nmood of the beach,,Original,Artist1Start
line:f89d83,als um den strand selbst,than the beach itself,,Original,Artist1Start
line:759dff,ooh,ooh,,Player,Artist1Start
line:708412,ok,ok,,Player,Artist1Start
line:e04ed1,ich glaub ich lass\ndas erstmal ruhen,i think i'm gonna put\na pin in this one,If you talk to them again.,Player,Artist1Start
line:3a6654,hoffentlich hab ich beim\nleuchtturm mehr glück...,hopefully i'll have better\nluck at the lighthouse...,,Player,Artist1Start
line:22da5c,"hey, du schon wieder!","hey, it's you again!",,Original,Artist2Start
line:396fcd,jep!,yup!,,Player,Artist2Start
line:867a10,"typisch ich, schon wieder!!",classic me again!!,,Player,Artist2Start
line:93ec75,also,so,,Original,Artist2Start
line:d13984,was denkst du\nbisher darüber?,what do you think\nabout this so far?,,Original,Artist2Start
line:21c39a,...,...,,Player,Artist2Start
line:7b243c,woahh,woahh,,Player,Artist2Start
line:1eb3f4,das ist WIRKLICH gut!,this is REALLY good!,,Player,Artist2Start
line:c17a9f,es ist wie...,it's like...,,Player,Artist2Start
line:353744,besser als die realität!,better than real life!,,Player,Artist2Start
line:1e10ce,haha na ja,haha well,,Original,Artist2Start
line:07dfb2,ich glaub ich kann nicht\nmit der realität mithalten,i don't think i can\ncompete with real life,,Original,Artist2Start
line:205dc0,aber bisher bin ich zufrieden damit,but i am happy with it so far,,Original,Artist2Start
line:1ca871,...,...,,Original,Artist2Start
line:c83c44,ich weiß aber nicht ob's\nin meine ausstellung passt,"i don't know if it will\nfit into my exhibit, though",,Original,Artist2Start
line:d55b99,ich versuch mir was\ninteressanteres auszudenken...,i'm trying to come up with\nsomething more interesting...,,Original,Artist2Start
line:d28019,ich folg einem der flüsse\nbis zu seiner quelle,i'm gonna follow one of the\nrivers up to its source,,Original,Artist2Start
line:e35277,ich hab da ne idee für ein bild\naus der perspektive,i have an idea for a painting\nfrom that perspective,,Original,Artist2Start
line:c39625,welchem fluss folgst du?,what river are you gonna follow?,If you talk to them again.,Player,Artist2Start
line:1a0e69,wahrscheinlich dem auf\nder westseite vom berg,probably the one on\nthe west side of the mountain,,Original,Artist2Start
line:065421,der liegt weiter oben,it's higher up,,Original,Artist2Start
line:2df2aa,hmm,hmm,,Original,Artist3Start
line:6795a5,das bild funktioniert nicht,this painting isn't working,,Original,Artist3Start
line:71c3d6,was?,what?,,Player,Artist3Start
line:ff8410,ich find's gut!,i like it!,,Player,Artist3Start
line:edd9eb,danke,thanks,,Original,Artist3Start
line:2d1c54,dieser park bedeutet mir viel,this park is special to me,,Original,Artist3Start
line:5a9496,aber,but,,Original,Artist3Start
line:303aa2,ich glaub damit beeindruck\nich niemanden,i don't think i'm going to\nimpress anyone with these,,Original,Artist3Start
line:4787d7,hey!,hey!,,Player,Artist3Start
line:55e756,ICH bin beeindruckt!,I'M impressed!,,Player,Artist3Start
line:55791a,"ich mein, so","i mean, like",,Original,Artist3Start
line:48a619,irgendwen beeindrucken,leave an impression on anyone,,Original,Artist3Start
line:027722,...,...,,Original,Artist3Start
line:ff135f,ich muss den leuten zeigen dass ich...,i have to show people that i'm...,,Original,Artist3Start
line:2c368b,etwas wertvolles erreiche,achieving something worthwhile,,Original,Artist3Start
line:4b27c2,"so wie,","like,",,Original,Artist3Start
line:c87b69,akademisch,academically,,Original,Artist3Start
line:fb4f56,hmm,hmm,,Player,Artist3Start
line:66b6eb,ich hab gehört,i heard,,Original,Artist3Start
line:6d7a36,im schatten vom berg\ngibt's einen friedhof,there's a graveyard in the\nshadow of the mountain,,Original,Artist3Start
line:ae3f49,das versuch ich als nächstes,i'm gonna try that next,,Original,Artist3Start
line:e051ca,wieso der friedhof?,why the graveyard?,If you talk to them again.,Player,Artist3Start
